Label,Lngx,Laty,Continent,ID
Leu Romania,24,44.18,Europe,Leu Romania
Kota India,75.83,25.18,Asia,Kota India
Samsun Turkey,36.33,41.29,Asia,Samsun Turkey
Peoria USA,-89.61,40.74,Americas,Peoria USA
Nanterre France,2.2,48.9,Europe,Nanterre France
Varamin Iran,51.65,35.32,Asia,Varamin Iran
Bierun Poland,19.1,50.1,Europe,Bierun Poland
Montana Switzerland,7.47,46.3,Europe,Montana Switzerland
Kermanshah Iran,47.06,34.38,Asia,Kermanshah Iran
Samarkand Uzbekistan,66.95,39.66,Asia,Samarkand Uzbekistan
Bellevue USA,-122.16,47.6,Americas,Bellevue USA
Brewster USA,-70.08,41.77,Americas,Brewster USA
Apeldoorn Netherlands,5.96,52.22,Europe,Apeldoorn Netherlands
Kaman Turkey,33.72,39.37,Asia,Kaman Turkey
Kirsehir Turkey,34.16,39.15,Asia,Kirsehir Turkey
Garbsen Germany,9.59,52.42,Europe,Garbsen Germany
Muscat Oman,58.54,23.61,Asia,Muscat Oman
Amherst Canada,-64.21,45.83,Americas,Amherst Canada
Takasago Japan,134.65,34.8,Asia,Takasago Japan
Shintomi Japan,131.48,32.06,Asia,Shintomi Japan
Futtsu Japan,139.83,35.31,Asia,Futtsu Japan
Ribeirao Brazil,-35.38,-8.5,Americas,Ribeirao Brazil
Natal Brazil,-35.22,-5.8,Americas,Natal Brazil
Khanty-Mansiysk Russia,69,61,Europe,Khanty-Mansiysk Russia
Surgut Russia,73.42,61.25,Europe,Surgut Russia
Shantou China,116.67,23.37,Asia,Shantou China
Aliabad Iran,54.87,36.9,Asia,Aliabad Iran
Turku Finland,22.25,60.45,Europe,Turku Finland
Krasnokamensk Russia,118.02,50.05,Europe,Krasnokamensk Russia
Nanchong China,106.13,30.78,Asia,Nanchong China
Vijayawada India,80.63,16.52,Asia,Vijayawada India
Ilaro Nigeria,3.01,6.88,Africa,Ilaro Nigeria
Engis Belgium,5.42,50.58,Europe,Engis Belgium
Opera Italy,9.21,45.38,Europe,Opera Italy
Yalova Turkey,29.28,40.66,Asia,Yalova Turkey
Veldhoven Netherlands,5.38,51.39,Europe,Veldhoven Netherlands
Poissy France,2.04,48.93,Europe,Poissy France
Yanzhou China,116.82,35.55,Asia,Yanzhou China
Meriden USA,-72.8,41.54,Americas,Meriden USA
Castanet-Tolosan France,1.5,43.52,Europe,Castanet-Tolosan France
Dorsten Germany,6.97,51.67,Europe,Dorsten Germany
Bridport UK,-2.72,50.73,Europe,Bridport UK
Cypress USA,-118.04,33.82,Americas,Cypress USA
Azusa USA,-117.91,34.14,Americas,Azusa USA
Funabashi Japan,139.99,35.7,Asia,Funabashi Japan
Cruzeiro Brazil,-44.97,-22.57,Americas,Cruzeiro Brazil
Nivelles Belgium,4.33,50.6,Europe,Nivelles Belgium
Agra India,78.01,27.19,Asia,Agra India
Satna India,80.83,24.58,Asia,Satna India
Arta Greece,20.99,39.16,Europe,Arta Greece
Iwo Nigeria,4.18,7.63,Africa,Iwo Nigeria
Altamira Brazil,-52.21,-3.2,Americas,Altamira Brazil
Ludwigshafen Germany,8.44,49.48,Europe,Ludwigshafen Germany
Eurajoki Finland,21.71,61.22,Europe,Eurajoki Finland
Hanko Finland,22.95,59.83,Europe,Hanko Finland
Poltava Ukraine,34.57,49.58,Europe,Poltava Ukraine
Fuji Japan,138.69,35.17,Asia,Fuji Japan
Konstanz Germany,9.17,47.68,Europe,Konstanz Germany
Yonago Japan,133.34,35.44,Asia,Yonago Japan
Tottori Japan,134.23,35.5,Asia,Tottori Japan
Magadan Russia,150.8,59.57,Europe,Magadan Russia
Kostomuksha Russia,30.82,64.68,Europe,Kostomuksha Russia
Yanliang China,109.22,34.66,Asia,Yanliang China
Semenyih Malaysia,101.85,2.95,Asia,Semenyih Malaysia
Sorgues France,4.87,44.05,Europe,Sorgues France
Prato Italy,11.09,43.89,Europe,Prato Italy
Eppingen Germany,8.91,49.14,Europe,Eppingen Germany
Linden USA,-74.24,40.63,Americas,Linden USA
Mackenzie Canada,-123.08,55.32,Americas,Mackenzie Canada
Vernon France,1.47,49.1,Europe,Vernon France
Kayseri Turkey,35.48,38.74,Asia,Kayseri Turkey
Zoetermeer Netherlands,4.49,52.07,Europe,Zoetermeer Netherlands
Tanggu China,117.67,39,Asia,Tanggu China
Sanmenxia China,111.08,34.83,Asia,Sanmenxia China
Xingtai China,114.49,37.07,Asia,Xingtai China
Hanyang China,119.64,27.09,Asia,Hanyang China
Palmerston Australia,130.9,-12.4,Oceania,Palmerston Australia
Nieuwegein Netherlands,5.08,52.03,Europe,Nieuwegein Netherlands
Kollam India,76.58,8.89,Asia,Kollam India
Casper USA,-106.33,42.83,Americas,Casper USA
Taxila Pakistan,72.81,33.75,Asia,Taxila Pakistan
Maki Japan,138.88,37.76,Asia,Maki Japan
Novocherkassk Russia,40.09,47.42,Europe,Novocherkassk Russia
Xinyu China,114.93,27.8,Asia,Xinyu China
Tanta Egypt,31,30.79,Africa,Tanta Egypt
Anyang China,114.35,36.08,Asia,Anyang China
Bijie China,105.28,27.31,Asia,Bijie China
Kiyose Japan,139.53,35.78,Asia,Kiyose Japan
Shuangyashan China,131.35,46.67,Asia,Shuangyashan China
Manzanares Spain,-3.38,39,Europe,Manzanares Spain
Jiancheng China,104.51,30.43,Asia,Jiancheng China
Ingelheim Germany,8.06,49.98,Europe,Ingelheim Germany
Schenectady USA,-73.93,42.8,Americas,Schenectady USA
Ensenada Mexico,-116.62,31.87,Americas,Ensenada Mexico
Angers France,-0.54,47.48,Europe,Angers France
Fauske Norway,15.4,67.25,Europe,Fauske Norway
Guadalajara Spain,-3.17,40.64,Europe,Guadalajara Spain
Ashdod Israel,34.64,31.8,Asia,Ashdod Israel
Dushanbe Tajikistan,68.78,38.57,Asia,Dushanbe Tajikistan
Moriyama Japan,136.02,35.07,Asia,Moriyama Japan
Nuremberg Germany,11.05,49.45,Europe,Nuremberg Germany
Glossop UK,-1.96,53.44,Europe,Glossop UK
Pleasanton USA,-121.89,37.67,Americas,Pleasanton USA
Gaya India,85,24.81,Asia,Gaya India
Rotherham UK,-1.35,53.44,Europe,Rotherham UK
Hanover Germany,9.73,52.4,Europe,Hanover Germany
Newcastle Ireland,-9.06,52.45,Europe,Newcastle Ireland
Novi USA,-83.49,42.48,Americas,Novi USA
Hayama Japan,139.59,35.26,Asia,Hayama Japan
Zaragoza Mexico,-100.92,28.48,Americas,Zaragoza Mexico
Vlaardingen Netherlands,4.33,51.92,Europe,Vlaardingen Netherlands
Terrassa Spain,2,41.57,Europe,Terrassa Spain
Geesthacht Germany,10.37,53.45,Europe,Geesthacht Germany
Cottbus Germany,14.33,51.77,Europe,Cottbus Germany
Kashiwara Japan,135.64,34.59,Asia,Kashiwara Japan
Nayoro Japan,142.46,44.35,Asia,Nayoro Japan
Nisshin Japan,137.04,35.14,Asia,Nisshin Japan
Bielefeld Germany,8.53,52.03,Europe,Bielefeld Germany
Nishigoshi Japan,130.73,32.88,Asia,Nishigoshi Japan
Kikuchi Japan,130.81,32.98,Asia,Kikuchi Japan
Burke USA,-77.27,38.78,Americas,Burke USA
Cosenza Italy,16.26,39.29,Europe,Cosenza Italy
Winston-Salem USA,-80.26,36.1,Americas,Winston-Salem USA
Gorgan Iran,54.48,36.83,Asia,Gorgan Iran
Makhachkala Russia,47.5,42.98,Europe,Makhachkala Russia
Leverkusen Germany,6.99,51.04,Europe,Leverkusen Germany
Poyang China,116.66,29.01,Asia,Poyang China
Marathon Canada,-86.37,48.75,Americas,Marathon Canada
Lymington UK,-1.55,50.75,Europe,Lymington UK
Wolverhampton UK,-2.15,52.59,Europe,Wolverhampton UK
Walsall UK,-1.97,52.6,Europe,Walsall UK
Hubli India,75.13,15.36,Asia,Hubli India
Nadiad India,72.85,22.7,Asia,Nadiad India
Petlad India,72.79,22.48,Asia,Petlad India
Langen Germany,8.6,53.62,Europe,Langen Germany
Sikar India,75.13,27.61,Asia,Sikar India
Erode India,77.73,11.35,Asia,Erode India
Lafia Nigeria,8.52,8.49,Africa,Lafia Nigeria
Clermont France,2.41,49.39,Europe,Clermont France
Clermont-Ferrand France,3.08,45.78,Europe,Clermont-Ferrand France
Verdun France,5.39,49.17,Europe,Verdun France
Cupertino USA,-122.05,37.31,Americas,Cupertino USA
Polatli Turkey,32.15,39.6,Asia,Polatli Turkey
Nalbandyan Armenia,43.98,40.06,Asia,Nalbandyan Armenia
Kurobe Japan,137.45,36.88,Asia,Kurobe Japan
Yoshida Japan,138.88,37.68,Asia,Yoshida Japan
Dezhou China,116.3,37.45,Asia,Dezhou China
Raiwind Pakistan,74.21,31.25,Asia,Raiwind Pakistan
Kanchanaburi Thailand,99.53,14.02,Asia,Kanchanaburi Thailand
Pontiac USA,-83.29,42.65,Americas,Pontiac USA
Jabalpur India,79.94,23.17,Asia,Jabalpur India
Eldoret Kenya,35.27,0.52,Africa,Eldoret Kenya
Ames Spain,-8.64,42.9,Europe,Ames Spain
Walpole USA,-71.25,42.14,Americas,Walpole USA
Huangshi China,115.1,30.22,Asia,Huangshi China
Golpayegan Iran,50.28,33.45,Asia,Golpayegan Iran
Florianopolis Brazil,-48.54,-27.6,Americas,Florianopolis Brazil
Kastoria Greece,21.27,40.52,Europe,Kastoria Greece
Tunxi China,118.3,29.71,Asia,Tunxi China
Mykolayiv Ukraine,23.98,49.51,Europe,Mykolayiv Ukraine
Daugavpils Latvia,26.51,55.88,Europe,Daugavpils Latvia
Luanda Angola,13.24,-8.82,Africa,Luanda Angola
Chernivtsi Ukraine,25.93,48.3,Europe,Chernivtsi Ukraine
Hikari Japan,131.93,33.96,Asia,Hikari Japan
Joensuu Finland,29.78,62.61,Europe,Joensuu Finland
Vitoria Brazil,-40.31,-20.31,Americas,Vitoria Brazil
Fujimi Japan,139.54,35.87,Asia,Fujimi Japan
Darbhanga India,85.88,26.16,Asia,Darbhanga India
Hsinchuang Taiwan,121.44,25.04,Asia,Hsinchuang Taiwan
Beaverton USA,-122.82,45.48,Americas,Beaverton USA
Beaverton Canada,-79.15,44.43,Americas,Beaverton Canada
Balikpapan Indonesia,116.83,-1.26,Asia,Balikpapan Indonesia
Auezov Kazakhstan,81.58,49.72,Asia,Auezov Kazakhstan
Shymkent Kazakhstan,69.59,42.32,Asia,Shymkent Kazakhstan
Kenitra Morocco,-6.58,34.27,Africa,Kenitra Morocco
Qazvin Iran,50,36.27,Asia,Qazvin Iran
Lenzburg Switzerland,8.18,47.39,Europe,Lenzburg Switzerland
Tripoli Libya,13.18,32.87,Africa,Tripoli Libya
Anglet France,-1.51,43.49,Europe,Anglet France
Prescott USA,-112.45,34.58,Americas,Prescott USA
Santiago Peru,-75.74,-14.19,Americas,Santiago Peru
Oxford Canada,-63.87,45.73,Americas,Oxford Canada
Lichfield UK,-1.84,52.69,Europe,Lichfield UK
Frankenburg Austria,13.49,48.07,Europe,Frankenburg Austria
Kosice Slovakia,21.26,48.73,Europe,Kosice Slovakia
Smolensk Russia,32.04,54.78,Europe,Smolensk Russia
Zhenhai China,121.73,29.95,Asia,Zhenhai China
Zhicheng China,111.49,30.3,Asia,Zhicheng China
Cerritos USA,-118.07,33.87,Americas,Cerritos USA
Montevideo Uruguay,-56.17,-34.87,Americas,Montevideo Uruguay
Chabahar Iran,60.63,25.3,Asia,Chabahar Iran
Zadar Croatia,15.24,44.12,Europe,Zadar Croatia
Kahramanmaras Turkey,36.94,37.61,Asia,Kahramanmaras Turkey
Pearland USA,-95.28,29.56,Americas,Pearland USA
Sirjan Iran,55.73,29.47,Asia,Sirjan Iran
Landskrona Sweden,12.83,55.88,Europe,Landskrona Sweden
Kristianstad Sweden,14.15,56.03,Europe,Kristianstad Sweden
Nefteyugansk Russia,72.7,61.08,Europe,Nefteyugansk Russia
Ilkley UK,-1.82,53.92,Europe,Ilkley UK
Allentown USA,-75.48,40.6,Americas,Allentown USA
Brandon USA,-82.29,27.93,Americas,Brandon USA
Brandon Canada,-99.96,49.84,Americas,Brandon Canada
Ma'an Jordan,35.73,30.19,Asia,Ma'an Jordan
Huangpi China,114.36,30.87,Asia,Huangpi China
Qixia China,120.84,37.3,Asia,Qixia China
Novara Italy,8.62,45.45,Europe,Novara Italy
Ostrov Russia,28.32,57.35,Europe,Ostrov Russia
Sukhumi Georgia,41,43.01,Asia,Sukhumi Georgia
Lorient France,-3.37,47.74,Europe,Lorient France
Manama Bahrain,50.58,26.21,Asia,Manama Bahrain
Raufoss Norway,10.63,60.73,Europe,Raufoss Norway
Massy France,2.27,48.72,Europe,Massy France
Avignon France,4.81,43.96,Europe,Avignon France
Vedene France,4.9,43.98,Europe,Vedene France
Hempstead USA,-73.62,40.7,Americas,Hempstead USA
Claudio Brazil,-44.77,-20.44,Americas,Claudio Brazil
Torres Brazil,-49.74,-29.35,Americas,Torres Brazil
Orange France,4.81,44.15,Europe,Orange France
Ulan-Ude Russia,107.62,51.83,Europe,Ulan-Ude Russia
Brunswick Germany,10.51,52.27,Europe,Brunswick Germany
Asahikawa Japan,142.36,43.77,Asia,Asahikawa Japan
Khartoum Sudan,32.52,15.58,Africa,Khartoum Sudan
Cerdanyola Spain,2.13,41.49,Europe,Cerdanyola Spain
Kizu Japan,135.81,34.73,Asia,Kizu Japan
Terneuzen Netherlands,3.84,51.33,Europe,Terneuzen Netherlands
Midland Canada,-79.89,44.75,Americas,Midland Canada
Midland USA,-84.23,43.62,Americas,Midland USA
Bedford UK,-0.49,52.15,Europe,Bedford UK
Seremban Malaysia,101.95,2.71,Asia,Seremban Malaysia
Rezh Russia,61.4,57.37,Europe,Rezh Russia
Almeria Spain,-2.43,36.83,Europe,Almeria Spain
Haren Netherlands,6.6,53.17,Europe,Haren Netherlands
Newport UK,-3,51.59,Europe,Newport UK
Takaoka Japan,137.02,36.75,Asia,Takaoka Japan
Rajpur India,88.44,22.44,Asia,Rajpur India
Avon France,2.72,48.41,Europe,Avon France
Valdivia Chile,-73.23,-39.82,Americas,Valdivia Chile
Pittsfield USA,-73.26,42.45,Americas,Pittsfield USA
Foshan China,113.12,23.03,Asia,Foshan China
Hermosillo Mexico,-110.97,29.07,Americas,Hermosillo Mexico
Rupnagar India,76.52,30.98,Asia,Rupnagar India
Sibiu Romania,24.13,45.79,Europe,Sibiu Romania
Takamatsu Japan,134.04,34.34,Asia,Takamatsu Japan
Risalpur Pakistan,71.99,34.07,Asia,Risalpur Pakistan
Jatni India,85.7,20.17,Asia,Jatni India
Troisdorf Germany,7.16,50.82,Europe,Troisdorf Germany
Xinzhou China,112.72,38.41,Asia,Xinzhou China
Nantou Taiwan,120.67,23.92,Asia,Nantou Taiwan
Boras Sweden,12.94,57.73,Europe,Boras Sweden
Amiens France,2.3,49.9,Europe,Amiens France
Wyoming Canada,-82.12,42.95,Americas,Wyoming Canada
Armstrong Canada,-119.18,50.45,Americas,Armstrong Canada
Palmdale USA,-118.09,34.61,Americas,Palmdale USA
Temuco Chile,-72.58,-38.73,Americas,Temuco Chile
Amesbury UK,-1.78,51.17,Europe,Amesbury UK
Mizusawa Japan,141.14,39.14,Asia,Mizusawa Japan
Pescara Italy,14.21,42.46,Europe,Pescara Italy
Chikushino Japan,130.52,33.48,Asia,Chikushino Japan
Ternate Indonesia,127.36,0.79,Asia,Ternate Indonesia
Arusha Tanzania,36.67,-3.36,Africa,Arusha Tanzania
Moshi Tanzania,37.34,-3.34,Africa,Moshi Tanzania
Wallisellen Switzerland,8.58,47.42,Europe,Wallisellen Switzerland
Amagasaki Japan,135.41,34.71,Asia,Amagasaki Japan
Villetaneuse France,2.33,48.96,Europe,Villetaneuse France
Of Turkey,40.27,40.95,Asia,Of Turkey
Sakura Japan,140.23,35.72,Asia,Sakura Japan
Kikuyo Japan,130.81,32.87,Asia,Kikuyo Japan
Belebey Russia,54.12,54.12,Europe,Belebey Russia
Middlesbrough UK,-1.23,54.58,Europe,Middlesbrough UK
Lehrte Germany,9.97,52.38,Europe,Lehrte Germany
Neuchatel Switzerland,6.92,47.01,Europe,Neuchatel Switzerland
Tudela Spain,-1.61,42.07,Europe,Tudela Spain
Bhilai India,81.38,21.21,Asia,Bhilai India
Luka Croatia,15.82,45.97,Europe,Luka Croatia
Pessac France,-0.66,44.8,Europe,Pessac France
Basingstoke UK,-1.11,51.27,Europe,Basingstoke UK
Horwich UK,-2.55,53.6,Europe,Horwich UK
Sokoto Nigeria,5.24,13.07,Africa,Sokoto Nigeria
Narashino Japan,140.04,35.69,Asia,Narashino Japan
Neryungri Russia,124.71,56.67,Europe,Neryungri Russia
Huadian China,126.74,42.97,Asia,Huadian China
Multan Pakistan,71.45,30.2,Asia,Multan Pakistan
Viana Brazil,-45,-3.21,Americas,Viana Brazil
Braga Portugal,-8.43,41.55,Europe,Braga Portugal
Nagercoil India,77.43,8.18,Asia,Nagercoil India
Orem USA,-111.7,40.3,Americas,Orem USA
Dandong China,124.4,40.13,Asia,Dandong China
Edinburg USA,-98.16,26.3,Americas,Edinburg USA
Beverley UK,-0.42,53.83,Europe,Beverley UK
Redmond USA,-122.11,47.67,Americas,Redmond USA
Champigny-sur-Marne France,2.51,48.82,Europe,Champigny-sur-Marne France
Leatherhead UK,-0.34,51.3,Europe,Leatherhead UK
Pimpri India,73.8,18.62,Asia,Pimpri India
Beja Portugal,-7.86,38.02,Europe,Beja Portugal
Finnentrop Germany,7.96,51.17,Europe,Finnentrop Germany
Rivne Ukraine,26.25,50.62,Europe,Rivne Ukraine
Kasungu Malawi,33.48,-13.02,Africa,Kasungu Malawi
Kigali Rwanda,30.06,-1.94,Africa,Kigali Rwanda
Mwanza Malawi,34.52,-15.6,Africa,Mwanza Malawi
Mwanza Tanzania,32.89,-2.52,Africa,Mwanza Tanzania
Crema Italy,9.69,45.37,Europe,Crema Italy
Anchorage USA,-149.19,61.18,Americas,Anchorage USA
Egham UK,-0.57,51.43,Europe,Egham UK
Mansfield UK,-1.21,53.15,Europe,Mansfield UK
Lasa China,91.1,29.65,Asia,Lasa China
Schwechat Austria,16.5,48.14,Europe,Schwechat Austria
Ahar Iran,47.06,38.47,Asia,Ahar Iran
Samastipur India,85.78,25.85,Asia,Samastipur India
Seto Japan,137.08,35.22,Asia,Seto Japan
Quetta Pakistan,67.02,30.21,Asia,Quetta Pakistan
Torez Ukraine,38.59,48.04,Europe,Torez Ukraine
Mytishchi Russia,37.73,55.91,Europe,Mytishchi Russia
Kirov Russia,34.31,54.08,Europe,Kirov Russia
Oceanside USA,-117.31,33.23,Americas,Oceanside USA
Kilkenny Ireland,-7.26,52.66,Europe,Kilkenny Ireland
Salavat Russia,55.92,53.37,Europe,Salavat Russia
Temirtau Kazakhstan,72.96,50.07,Asia,Temirtau Kazakhstan
Bucaramanga Colombia,-73.13,7.13,Americas,Bucaramanga Colombia
Suffolk USA,-76.64,36.7,Americas,Suffolk USA
Petawawa Canada,-77.28,45.9,Americas,Petawawa Canada
Handa Japan,136.94,34.9,Asia,Handa Japan
Farroupilha Brazil,-51.35,-29.23,Americas,Farroupilha Brazil
Nirmal India,78.35,19.12,Asia,Nirmal India
Tiruvannamalai India,79.07,12.24,Asia,Tiruvannamalai India
Yuncheng China,110.98,35.02,Asia,Yuncheng China
Jingdezhen China,117.18,29.27,Asia,Jingdezhen China
Sanming China,117.58,26.23,Asia,Sanming China
Barddhaman India,87.86,23.24,Asia,Barddhaman India
Gijon Spain,-5.67,43.53,Europe,Gijon Spain
Polkowice Poland,16.05,51.5,Europe,Polkowice Poland
Hadley UK,-2.48,52.7,Europe,Hadley UK
Alfenas Brazil,-45.95,-21.41,Americas,Alfenas Brazil
Bor Serbia,22.1,44.13,Europe,Bor Serbia
Tamale Ghana,-0.84,9.4,Africa,Tamale Ghana
Semey Kazakhstan,80.27,50.43,Asia,Semey Kazakhstan
Kolar India,78.13,13.14,Asia,Kolar India
Salford UK,-2.31,53.48,Europe,Salford UK
Tambov Russia,41.43,52.73,Europe,Tambov Russia
Ramnagar India,79.12,29.4,Asia,Ramnagar India
Taylorsville USA,-111.94,40.66,Americas,Taylorsville USA
Benalla Australia,145.97,-36.55,Oceania,Benalla Australia
Neumarkt Germany,11.46,49.28,Europe,Neumarkt Germany
Votkinsk Russia,53.99,57.04,Europe,Votkinsk Russia
Marino Italy,12.65,41.77,Europe,Marino Italy
Massa Italy,10.15,44.06,Europe,Massa Italy
Guararema Brazil,-46.04,-23.42,Americas,Guararema Brazil
Como Italy,9.08,45.81,Europe,Como Italy
Chico USA,-121.81,39.75,Americas,Chico USA
Navoiy Uzbekistan,65.35,40.11,Asia,Navoiy Uzbekistan
Dongli China,110.37,20.84,Asia,Dongli China
Centreville USA,-77.44,38.85,Americas,Centreville USA
Cairns Australia,145.75,-16.92,Oceania,Cairns Australia
Baja Hungary,18.95,46.18,Europe,Baja Hungary
Dalkeith UK,-3.06,55.89,Europe,Dalkeith UK
Kinel Russia,50.65,53.23,Europe,Kinel Russia
Orange Australia,149.1,-33.28,Oceania,Orange Australia
Ipswich UK,1.14,52.07,Europe,Ipswich UK
Olinda Brazil,-34.85,-8,Americas,Olinda Brazil
Vimercate Italy,9.36,45.63,Europe,Vimercate Italy
Shunyi China,116.64,40.13,Asia,Shunyi China
Hachioji Japan,139.33,35.66,Asia,Hachioji Japan
Herne Germany,7.21,51.54,Europe,Herne Germany
Maragheh Iran,46.22,37.42,Asia,Maragheh Iran
Sunrise USA,-80.3,26.15,Americas,Sunrise USA
Cebu Philippines,123.9,10.32,Asia,Cebu Philippines
Yichun China,114.4,27.83,Asia,Yichun China
Charlottetown Canada,-63.14,46.24,Americas,Charlottetown Canada
Golbasi Turkey,37.66,37.78,Asia,Golbasi Turkey
Smyrna USA,-84.52,33.87,Americas,Smyrna USA
Gora Poland,16.52,51.67,Europe,Gora Poland
Salatiga Indonesia,110.47,-7.3,Asia,Salatiga Indonesia
Lawton USA,-98.42,34.6,Americas,Lawton USA
Resavica Serbia,21.52,44.07,Europe,Resavica Serbia
Ermenek Turkey,32.89,36.64,Asia,Ermenek Turkey
Panevezys Lithuania,24.37,55.74,Europe,Panevezys Lithuania
Shawnee USA,-94.8,39.02,Americas,Shawnee USA
Maizuru Japan,135.32,35.45,Asia,Maizuru Japan
Shirakawa Japan,140.21,37.13,Asia,Shirakawa Japan
Fuyang China,115.82,32.9,Asia,Fuyang China
Valladolid Spain,-4.74,41.65,Europe,Valladolid Spain
Clifton USA,-74.16,40.86,Americas,Clifton USA
Rimini Italy,12.57,44.06,Europe,Rimini Italy
Zhezkazgan Kazakhstan,67.77,47.78,Asia,Zhezkazgan Kazakhstan
Kabul Afghanistan,69.17,34.53,Asia,Kabul Afghanistan
Grimstad Norway,8.6,58.35,Europe,Grimstad Norway
Aracaju Brazil,-37.07,-10.91,Americas,Aracaju Brazil
Lubeck Germany,10.66,53.87,Europe,Lubeck Germany
Trindade Brazil,-49.5,-16.65,Americas,Trindade Brazil
Palmas Brazil,-48.31,-10.27,Americas,Palmas Brazil
Pushkin Russia,30.42,59.72,Europe,Pushkin Russia
Jiangyou China,104.76,31.77,Asia,Jiangyou China
Burghausen Germany,12.83,48.17,Europe,Burghausen Germany
Antony France,2.3,48.76,Europe,Antony France
Ilorin Nigeria,4.53,8.5,Africa,Ilorin Nigeria
Lille Belgium,4.83,51.23,Europe,Lille Belgium
Denton UK,-2.12,53.45,Europe,Denton UK
Bolingbrook USA,-88.08,41.7,Americas,Bolingbrook USA
Minnetonka USA,-93.46,44.93,Americas,Minnetonka USA
Gopalganj Bangladesh,89.8,23.02,Asia,Gopalganj Bangladesh
Maebashi Japan,139.06,36.39,Asia,Maebashi Japan
Sakado Japan,139.41,35.95,Asia,Sakado Japan
Orhangazi Turkey,29.31,40.49,Asia,Orhangazi Turkey
Buyukcekmece Turkey,28.78,41,Asia,Buyukcekmece Turkey
Longquan China,102.15,24.68,Asia,Longquan China
Tolosa Spain,-2.08,43.14,Europe,Tolosa Spain
Steinfurt Germany,7.33,52.16,Europe,Steinfurt Germany
Camden USA,-75.11,39.94,Americas,Camden USA
Antakya Turkey,36.17,36.2,Asia,Antakya Turkey
Prescot UK,-2.81,53.43,Europe,Prescot UK
Lutry Switzerland,6.66,46.51,Europe,Lutry Switzerland
Posadas Argentina,-55.91,-27.4,Americas,Posadas Argentina
Corrientes Argentina,-58.81,-27.49,Americas,Corrientes Argentina
Salo Finland,23.13,60.39,Europe,Salo Finland
Menden Germany,7.79,51.44,Europe,Menden Germany
Sorocaba Brazil,-47.47,-23.49,Americas,Sorocaba Brazil
Serra Brazil,-40.32,-20.13,Americas,Serra Brazil
Nablus Palestine,35.26,32.23,Asia,Nablus Palestine
Encinitas USA,-117.26,33.05,Americas,Encinitas USA
Rovereto Italy,11.03,45.9,Europe,Rovereto Italy
Olen Belgium,4.85,51.15,Europe,Olen Belgium
Sunds Denmark,9.02,56.2,Europe,Sunds Denmark
Epalinges Switzerland,6.67,46.56,Europe,Epalinges Switzerland
Norderstedt Germany,10.02,53.66,Europe,Norderstedt Germany
Seaford UK,0.1,50.77,Europe,Seaford UK
Suwa Japan,138.12,36.05,Asia,Suwa Japan
Chino Japan,138.15,36,Asia,Chino Japan
Irapuato Mexico,-101.36,20.68,Americas,Irapuato Mexico
Honjo Japan,140.09,39.44,Asia,Honjo Japan
Harran Turkey,39.03,36.86,Asia,Harran Turkey
Chacabuco Argentina,-60.49,-34.65,Americas,Chacabuco Argentina
China Mexico,-99.23,25.7,Americas,China Mexico
Leon Mexico,-101.69,21.12,Americas,Leon Mexico
Gainsborough UK,-0.79,53.4,Europe,Gainsborough UK
Escondido USA,-117.07,33.14,Americas,Escondido USA
Windisch Switzerland,8.23,47.47,Europe,Windisch Switzerland
Ninghai China,121.59,37.38,Asia,Ninghai China
Alacant Spain,-0.48,38.35,Europe,Alacant Spain
Bingen Germany,7.88,49.97,Europe,Bingen Germany
Leominster UK,-2.73,52.23,Europe,Leominster UK
Rostov-na-Donu Russia,39.71,47.24,Europe,Rostov-na-Donu Russia
Mouans-Sartoux France,6.97,43.62,Europe,Mouans-Sartoux France
Madero Mexico,-97.83,22.27,Americas,Madero Mexico
Kaarst Germany,6.61,51.24,Europe,Kaarst Germany
Christchurch UK,-1.76,50.73,Europe,Christchurch UK
Irvine UK,-4.69,55.62,Europe,Irvine UK
Angarsk Russia,103.91,52.57,Europe,Angarsk Russia
Marietta USA,-84.54,33.95,Americas,Marietta USA
Dormagen Germany,6.84,51.08,Europe,Dormagen Germany
Wah Pakistan,72.75,33.77,Asia,Wah Pakistan
Zhoucheng China,102.55,24.36,Asia,Zhoucheng China
Karwar India,74.12,14.82,Asia,Karwar India
Edewecht Germany,7.99,53.12,Europe,Edewecht Germany
Toledo Spain,-4.03,39.86,Europe,Toledo Spain
Palembang Indonesia,104.75,-2.99,Asia,Palembang Indonesia
Kadi India,72.33,23.31,Asia,Kadi India
Leshan China,103.74,29.57,Asia,Leshan China
Batman Turkey,41.13,37.89,Asia,Batman Turkey
Machida Japan,139.43,35.56,Asia,Machida Japan
Orenburg Russia,55.1,51.78,Europe,Orenburg Russia
Belovo Russia,86.3,54.42,Europe,Belovo Russia
Chatham Canada,-82.19,42.41,Americas,Chatham Canada
Xianju China,120.73,28.85,Asia,Xianju China
Carouge Switzerland,6.13,46.19,Europe,Carouge Switzerland
Mathura India,77.68,27.5,Asia,Mathura India
Meerbusch Germany,6.73,51.24,Europe,Meerbusch Germany
Auchi Nigeria,6.26,7.08,Africa,Auchi Nigeria
Lapai Nigeria,6.57,9.04,Africa,Lapai Nigeria
Durg India,81.28,21.2,Asia,Durg India
Worcester UK,-2.24,52.2,Europe,Worcester UK
Stevenston UK,-4.77,55.63,Europe,Stevenston UK
Loudi China,111.98,27.75,Asia,Loudi China
Jalandhar India,75.57,31.33,Asia,Jalandhar India
